Failing to import plugin, ModuleNotFoundError("No module named 'plugin'")
loading third party model failed cannot import name 'model_zoo' from 'third_party' (unknown location)
Can not import DALI. Please install DALI from https://www.github.com/NVIDIA/DALI to run this example.
torch.Size([1, 256, 14, 14]) torch.Size([256, 256, 3, 3]) (3, 3) (1, 1) (1, 1) (1, 1) 1
torch.Size([1, 256, 14, 14]) torch.Size([1024, 256, 1, 1]) (1, 1) (1, 1) (0, 0) (1, 1) 1
torch.Size([1, 1024, 14, 14]) torch.Size([256, 1024, 1, 1]) (1, 1) (1, 1) (0, 0) (1, 1) 1
torch.Size([1, 256, 14, 14]) torch.Size([256, 256, 3, 3]) (3, 3) (1, 1) (1, 1) (1, 1) 1
torch.Size([1, 256, 14, 14]) torch.Size([1024, 256, 1, 1]) (1, 1) (1, 1) (0, 0) (1, 1) 1
torch.Size([1, 1024, 14, 14]) torch.Size([256, 1024, 1, 1]) (1, 1) (1, 1) (0, 0) (1, 1) 1
torch.Size([1, 256, 14, 14]) torch.Size([256, 256, 3, 3]) (3, 3) (1, 1) (1, 1) (1, 1) 1
torch.Size([1, 256, 14, 14]) torch.Size([1024, 256, 1, 1]) (1, 1) (1, 1) (0, 0) (1, 1) 1
torch.Size([1, 1024, 14, 14]) torch.Size([256, 1024, 1, 1]) (1, 1) (1, 1) (0, 0) (1, 1) 1
torch.Size([1, 256, 14, 14]) torch.Size([256, 256, 3, 3]) (3, 3) (1, 1) (1, 1) (1, 1) 1
torch.Size([1, 256, 14, 14]) torch.Size([1024, 256, 1, 1]) (1, 1) (1, 1) (0, 0) (1, 1) 1
torch.Size([1, 1024, 14, 14]) torch.Size([256, 1024, 1, 1]) (1, 1) (1, 1) (0, 0) (1, 1) 1
torch.Size([1, 256, 14, 14]) torch.Size([256, 256, 3, 3]) (3, 3) (1, 1) (1, 1) (1, 1) 1
torch.Size([1, 256, 14, 14]) torch.Size([1024, 256, 1, 1]) (1, 1) (1, 1) (0, 0) (1, 1) 1
torch.Size([1, 1024, 14, 14]) torch.Size([512, 1024, 1, 1]) (1, 1) (1, 1) (0, 0) (1, 1) 1
torch.Size([1, 512, 14, 14]) torch.Size([512, 512, 3, 3]) (3, 3) (2, 2) (1, 1) (1, 1) 1
torch.Size([1, 512, 7, 7]) torch.Size([2048, 512, 1, 1]) (1, 1) (1, 1) (0, 0) (1, 1) 1
torch.Size([1, 1024, 14, 14]) torch.Size([2048, 1024, 1, 1]) (1, 1) (2, 2) (0, 0) (1, 1) 1
torch.Size([1, 2048, 7, 7]) torch.Size([512, 2048, 1, 1]) (1, 1) (1, 1) (0, 0) (1, 1) 1
torch.Size([1, 512, 7, 7]) torch.Size([512, 512, 3, 3]) (3, 3) (1, 1) (1, 1) (1, 1) 1
torch.Size([1, 512, 7, 7]) torch.Size([2048, 512, 1, 1]) (1, 1) (1, 1) (0, 0) (1, 1) 1
torch.Size([1, 2048, 7, 7]) torch.Size([512, 2048, 1, 1]) (1, 1) (1, 1) (0, 0) (1, 1) 1
torch.Size([1, 512, 7, 7]) torch.Size([512, 512, 3, 3]) (3, 3) (1, 1) (1, 1) (1, 1) 1
torch.Size([1, 512, 7, 7]) torch.Size([2048, 512, 1, 1]) (1, 1) (1, 1) (0, 0) (1, 1) 1
