,K,O,S,IC,OC,iprec,wprec,cycle
721,1,14,2,128,256,7,2,17982
722,1,14,2,128,256,7,3,18153
723,1,14,2,128,256,7,4,18324
724,1,14,2,128,256,7,5,18494
725,1,14,2,128,256,7,6,18665
726,1,14,2,128,256,7,7,18836
727,1,14,2,128,256,7,8,19006
728,1,14,2,128,256,8,2,18113
729,1,14,2,128,256,8,3,18284
730,1,14,2,128,256,8,4,18454
731,1,14,2,128,256,8,5,18625
732,1,14,2,128,256,8,6,18796
733,1,14,2,128,256,8,7,18966
734,1,14,2,128,256,8,8,19137
735,11,55,4,3,64,2,2,732621
736,11,55,4,3,64,2,3,732664
737,11,55,4,3,64,2,4,732792
738,11,55,4,3,64,2,5,732920
739,11,55,4,3,64,2,6,733048
740,11,55,4,3,64,2,7,733176
741,11,55,4,3,64,2,8,733304
742,11,55,4,3,64,3,2,732640
743,11,55,4,3,64,3,3,732768
744,11,55,4,3,64,3,4,732896
745,11,55,4,3,64,3,5,733024
746,11,55,4,3,64,3,6,733152
747,11,55,4,3,64,3,7,733280
748,11,55,4,3,64,3,8,733408
749,11,55,4,3,64,4,2,732744
750,11,55,4,3,64,4,3,732872
751,11,55,4,3,64,4,4,733000
752,11,55,4,3,64,4,5,733128
753,11,55,4,3,64,4,6,733256
754,11,55,4,3,64,4,7,733384
755,11,55,4,3,64,4,8,733512
756,11,55,4,3,64,5,2,732848
757,11,55,4,3,64,5,3,732976
758,11,55,4,3,64,5,4,733104
759,11,55,4,3,64,5,5,733205
760,11,55,4,3,64,5,6,733328
761,11,55,4,3,64,5,7,733451
762,11,55,4,3,64,5,8,733573
763,11,55,4,3,64,6,2,732952
764,11,55,4,3,64,6,3,733080
765,11,55,4,3,64,6,4,733208
766,11,55,4,3,64,6,5,733309
767,11,55,4,3,64,6,6,733432
768,11,55,4,3,64,6,7,733555
769,11,55,4,3,64,6,8,733677
770,11,55,4,3,64,7,2,732341
771,11,55,4,3,64,7,3,732469
772,11,55,4,3,64,7,4,732597
773,11,55,4,3,64,7,5,732699
774,11,55,4,3,64,7,6,732821
775,11,55,4,3,64,7,7,732944
776,11,55,4,3,64,7,8,733067
777,11,55,4,3,64,8,2,732343
778,11,55,4,3,64,8,3,732471
779,11,55,4,3,64,8,4,732599
780,11,55,4,3,64,8,5,732701
781,11,55,4,3,64,8,6,732823
782,11,55,4,3,64,8,7,732946
783,11,55,4,3,64,8,8,733069
784,1,14,2,512,1024,2,2,76545
785,1,14,2,512,1024,2,3,83457
786,1,14,2,512,1024,2,4,86188
787,1,14,2,512,1024,2,5,97282
788,1,14,2,512,1024,2,6,100012
789,1,14,2,512,1024,2,7,102743
790,1,14,2,512,1024,2,8,105474
791,1,14,2,512,1024,3,2,78635
792,1,14,2,512,1024,3,3,87638
793,1,14,2,512,1024,3,4,90369
794,1,14,2,512,1024,3,5,105644
795,1,14,2,512,1024,3,6,108375
796,1,14,2,512,1024,3,7,111105
797,1,14,2,512,1024,3,8,113836
798,1,14,2,512,1024,4,2,80727
799,1,14,2,512,1024,4,3,91819
800,1,14,2,512,1024,4,4,94551
801,1,14,2,512,1024,4,5,114006
802,1,14,2,512,1024,4,6,116737
803,1,14,2,512,1024,4,7,119468
804,1,14,2,512,1024,4,8,122198
805,1,14,2,512,1024,5,2,82817
806,1,14,2,512,1024,5,3,102161
807,1,14,2,512,1024,5,4,102502
808,1,14,2,512,1024,5,5,201467
809,1,14,2,512,1024,5,6,201553
810,1,14,2,512,1024,5,7,201638
811,1,14,2,512,1024,5,8,201723
812,1,14,2,512,1024,6,2,84907
813,1,14,2,512,1024,6,3,102198
814,1,14,2,512,1024,6,4,102913
815,1,14,2,512,1024,6,5,201505
816,1,14,2,512,1024,6,6,201590
817,1,14,2,512,1024,6,7,201675
818,1,14,2,512,1024,6,8,201761
819,1,14,2,512,1024,7,2,86999
820,1,14,2,512,1024,7,3,104363
821,1,14,2,512,1024,7,4,107095
822,1,14,2,512,1024,7,5,201542
823,1,14,2,512,1024,7,6,201627
824,1,14,2,512,1024,7,7,202460
825,1,14,2,512,1024,7,8,202630
826,1,14,2,512,1024,8,2,89089
827,1,14,2,512,1024,8,3,108545
828,1,14,2,512,1024,8,4,111276
829,1,14,2,512,1024,8,5,202156
830,1,14,2,512,1024,8,6,202326
831,1,14,2,512,1024,8,7,202497
832,1,14,2,512,1024,8,8,202668
833,3,28,1,512,512,2,2,442711
834,3,28,1,512,512,2,3,454999
835,3,28,1,512,512,2,4,734892
836,3,28,1,512,512,2,5,904636
837,3,28,1,512,512,2,6,904828
838,3,28,1,512,512,2,7,905020
839,3,28,1,512,512,2,8,1319255
840,3,28,1,512,512,3,2,517975
841,3,28,1,512,512,3,3,904420
842,3,28,1,512,512,3,4,904612
843,3,28,1,512,512,3,5,1807240
844,3,28,1,512,512,3,6,1807334
845,3,28,1,512,512,3,7,1807382
846,3,28,1,512,512,3,8,1807528
847,3,28,1,512,512,4,2,593239
848,3,28,1,512,512,4,3,904588
849,3,28,1,512,512,4,4,904780
850,3,28,1,512,512,4,5,1807323
851,3,28,1,512,512,4,6,1807371
852,3,28,1,512,512,4,7,1807516
853,3,28,1,512,512,4,8,1807612
854,3,28,1,512,512,5,2,904075
855,3,28,1,512,512,5,3,1807204
856,3,28,1,512,512,5,4,1807312
857,3,28,1,512,512,5,5,3613197
858,3,28,1,512,512,5,6,3613342
859,3,28,1,512,512,5,7,3613390
860,3,28,1,512,512,5,8,3613438
861,3,28,1,512,512,6,2,904396
862,3,28,1,512,512,6,3,1807228
863,3,28,1,512,512,6,4,1807350
864,3,28,1,512,512,6,5,3613336
865,3,28,1,512,512,6,6,3613384
866,3,28,1,512,512,6,7,3613432
867,3,28,1,512,512,6,8,3613480
868,3,28,1,512,512,7,2,904444
869,3,28,1,512,512,7,3,1807252
870,3,28,1,512,512,7,4,1807387
871,3,28,1,512,512,7,5,3613378
872,3,28,1,512,512,7,6,3613426
873,3,28,1,512,512,7,7,3613474
874,3,28,1,512,512,7,8,3613522
875,3,28,1,512,512,8,2,904470
876,3,28,1,512,512,8,3,1807276
877,3,28,1,512,512,8,4,1807468
878,3,28,1,512,512,8,5,3613278
879,3,28,1,512,512,8,6,3613468
880,3,28,1,512,512,8,7,3613516
881,3,28,1,512,512,8,8,3613564
882,3,28,1,256,512,2,2,221356
883,3,28,1,256,512,2,3,227788
884,3,28,1,256,512,2,4,367447
885,3,28,1,256,512,2,5,453052
886,3,28,1,256,512,2,6,453244
887,3,28,1,256,512,2,7,453436
888,3,28,1,256,512,2,8,659628
889,3,28,1,256,512,3,2,258988
890,3,28,1,256,512,3,3,452836
891,3,28,1,256,512,3,4,453028
892,3,28,1,256,512,3,5,904072
893,3,28,1,256,512,3,6,904166
894,3,28,1,256,512,3,7,904264
895,3,28,1,256,512,3,8,904360
896,3,28,1,256,512,4,2,296620
897,3,28,1,256,512,4,3,453004
898,3,28,1,256,512,4,4,453196
899,3,28,1,256,512,4,5,904155
900,3,28,1,256,512,4,6,904252
901,3,28,1,256,512,4,7,904348
902,3,28,1,256,512,4,8,904444
903,3,28,1,256,512,5,2,452491
904,3,28,1,256,512,5,3,904036
905,3,28,1,256,512,5,4,904144
906,3,28,1,256,512,5,5,1806861
907,3,28,1,256,512,5,6,1807006
908,3,28,1,256,512,5,7,1807054
909,3,28,1,256,512,5,8,1807102
910,3,28,1,256,512,6,2,452812
911,3,28,1,256,512,6,3,904060
912,3,28,1,256,512,6,4,904182
913,3,28,1,256,512,6,5,1806916
914,3,28,1,256,512,6,6,1807048
915,3,28,1,256,512,6,7,1807096
916,3,28,1,256,512,6,8,1807144
917,3,28,1,256,512,7,2,452860
918,3,28,1,256,512,7,3,904084
919,3,28,1,256,512,7,4,904276
920,3,28,1,256,512,7,5,1806964
921,3,28,1,256,512,7,6,1807090
922,3,28,1,256,512,7,7,1807138
923,3,28,1,256,512,7,8,1807186
924,3,28,1,256,512,8,2,452886
925,3,28,1,256,512,8,3,904108
926,3,28,1,256,512,8,4,904300
927,3,28,1,256,512,8,5,1807012
928,3,28,1,256,512,8,6,1807132
929,3,28,1,256,512,8,7,1807180
930,3,28,1,256,512,8,8,1807228
931,3,28,1,128,128,2,2,39862
932,3,28,1,128,128,2,3,40460
933,3,28,1,128,128,2,4,45932
934,3,28,1,128,128,2,5,57916
935,3,28,1,128,128,2,6,58108
936,3,28,1,128,128,2,7,58300
937,3,28,1,128,128,2,8,82455
938,3,28,1,128,128,3,2,42044
939,3,28,1,128,128,3,3,57700
940,3,28,1,128,128,3,4,57892
941,3,28,1,128,128,3,5,113800
942,3,28,1,128,128,3,6,113896
943,3,28,1,128,128,3,7,113992
944,3,28,1,128,128,3,8,114088
945,3,28,1,128,128,4,2,44396
946,3,28,1,128,128,4,3,57868
947,3,28,1,128,128,4,4,58060
948,3,28,1,128,128,4,5,113884
949,3,28,1,128,128,4,6,113980
950,3,28,1,128,128,4,7,114076
951,3,28,1,128,128,4,8,114172
952,3,28,1,128,128,5,2,57355
953,3,28,1,128,128,5,3,113764
954,3,28,1,128,128,5,4,113872
955,3,28,1,128,128,5,5,226545
956,3,28,1,128,128,5,6,226641
957,3,28,1,128,128,5,7,226737
958,3,28,1,128,128,5,8,226558
959,3,28,1,128,128,6,2,57702
960,3,28,1,128,128,6,3,113788
961,3,28,1,128,128,6,4,113956
962,3,28,1,128,128,6,5,226582
963,3,28,1,128,128,6,6,226678
964,3,28,1,128,128,6,7,226774
965,3,28,1,128,128,6,8,226600
966,3,28,1,128,128,7,2,57726
967,3,28,1,128,128,7,3,113812
968,3,28,1,128,128,7,4,114004
969,3,28,1,128,128,7,5,226619
970,3,28,1,128,128,7,6,226715
971,3,28,1,128,128,7,7,226811
972,3,28,1,128,128,7,8,226642
973,3,28,1,128,128,8,2,57750
974,3,28,1,128,128,8,3,113836
975,3,28,1,128,128,8,4,114028
976,3,28,1,128,128,8,5,226657
977,3,28,1,128,128,8,6,226753
978,3,28,1,128,128,8,7,226849
979,3,28,1,128,128,8,8,226684
980,3,28,2,128,128,2,2,45742
981,3,28,2,128,128,2,3,46340
982,3,28,2,128,128,2,4,57692
983,3,28,2,128,128,2,5,58460
984,3,28,2,128,128,2,6,59228
985,3,28,2,128,128,2,7,59996
986,3,28,2,128,128,2,8,94215
987,3,28,2,128,128,3,2,50864
988,3,28,2,128,128,3,3,57736
989,3,28,2,128,128,3,4,68276
990,3,28,2,128,128,3,5,114115
991,3,28,2,128,128,3,6,114211
992,3,28,2,128,128,3,7,114307
993,3,28,2,128,128,3,8,114403
994,3,28,2,128,128,4,2,56156
995,3,28,2,128,128,4,3,58158
996,3,28,2,128,128,4,4,78860
997,3,28,2,128,128,4,5,113656
998,3,28,2,128,128,4,6,113847
999,3,28,2,128,128,4,7,114615
1000,3,28,2,128,128,4,8,115383
1001,3,28,2,128,128,5,2,61448
1002,3,28,2,128,128,5,3,113914
1003,3,28,2,128,128,5,4,114106
1004,3,28,2,128,128,5,5,226579
1005,3,28,2,128,128,5,6,226675
1006,3,28,2,128,128,5,7,226771
1007,3,28,2,128,128,5,8,226728
1008,3,28,2,128,128,6,2,66740
1009,3,28,2,128,128,6,3,113968
1010,3,28,2,128,128,6,4,113800
1011,3,28,2,128,128,6,5,226606
1012,3,28,2,128,128,6,6,226702
1013,3,28,2,128,128,6,7,226798
1014,3,28,2,128,128,6,8,226757
1015,3,28,2,128,128,7,2,72032
1016,3,28,2,128,128,7,3,114022
1017,3,28,2,128,128,7,4,114195
1018,3,28,2,128,128,7,5,226633
1019,3,28,2,128,128,7,6,226729
1020,3,28,2,128,128,7,7,226825
1021,3,28,2,128,128,7,8,226786
1022,3,28,2,128,128,8,2,77324
1023,3,28,2,128,128,8,3,114267
1024,3,28,2,128,128,8,4,114222
1025,3,28,2,128,128,8,5,226660
1026,3,28,2,128,128,8,6,226756
1027,3,28,2,128,128,8,7,226852
1028,3,28,2,128,128,8,8,226456
1029,1,56,1,64,256,2,2,270379
1030,1,56,1,64,256,2,3,270209
1031,1,56,1,64,256,2,4,270379
1032,1,56,1,64,256,2,5,270123
1033,1,56,1,64,256,2,6,270209
1034,1,56,1,64,256,2,7,270294
1035,1,56,1,64,256,2,8,270379
1036,1,56,1,64,256,3,2,271083
1037,1,56,1,64,256,3,3,270998
1038,1,56,1,64,256,3,4,271083
1039,1,56,1,64,256,3,5,271169
1040,1,56,1,64,256,3,6,271254
1041,1,56,1,64,256,3,7,271339
1042,1,56,1,64,256,3,8,271425
1043,1,56,1,64,256,4,2,272129
1044,1,56,1,64,256,4,3,272043
1045,1,56,1,64,256,4,4,272129
1046,1,56,1,64,256,4,5,272214
1047,1,56,1,64,256,4,6,272299
1048,1,56,1,64,256,4,7,272385
1049,1,56,1,64,256,4,8,272470
1050,1,56,1,64,256,5,2,273003
1051,1,56,1,64,256,5,3,273089
1052,1,56,1,64,256,5,4,273174
1053,1,56,1,64,256,5,5,273259
1054,1,56,1,64,256,5,6,273345
1055,1,56,1,64,256,5,7,273430
1056,1,56,1,64,256,5,8,273515
1057,1,56,1,64,256,6,2,274049
1058,1,56,1,64,256,6,3,274134
1059,1,56,1,64,256,6,4,274219
1060,1,56,1,64,256,6,5,274305
1061,1,56,1,64,256,6,6,274390
1062,1,56,1,64,256,6,7,274475
1063,1,56,1,64,256,6,8,274561
1064,1,56,1,64,256,7,2,275094
1065,1,56,1,64,256,7,3,275179
1066,1,56,1,64,256,7,4,275265
1067,1,56,1,64,256,7,5,275350
1068,1,56,1,64,256,7,6,275435
1069,1,56,1,64,256,7,7,275521
1070,1,56,1,64,256,7,8,275606
1071,1,56,1,64,256,8,2,276139
1072,1,56,1,64,256,8,3,276225
1073,1,56,1,64,256,8,4,276310
1074,1,56,1,64,256,8,5,276395
1075,1,56,1,64,256,8,6,276481
1076,1,56,1,64,256,8,7,276566
1077,1,56,1,64,256,8,8,276651
1078,1,56,1,256,64,2,2,75435
1079,1,56,1,256,64,2,3,75521
1080,1,56,1,256,64,2,4,75606
1081,1,56,1,256,64,2,5,75691
1082,1,56,1,256,64,2,6,75777
1083,1,56,1,256,64,2,7,75862
1084,1,56,1,256,64,2,8,75947
1085,1,56,1,256,64,3,2,79617
1086,1,56,1,256,64,3,3,79702
1087,1,56,1,256,64,3,4,79787
1088,1,56,1,256,64,3,5,79873
1089,1,56,1,256,64,3,6,79958
1090,1,56,1,256,64,3,7,80043
1091,1,56,1,256,64,3,8,80129
1092,1,56,1,256,64,4,2,83798
1093,1,56,1,256,64,4,3,83883
1094,1,56,1,256,64,4,4,83969
1095,1,56,1,256,64,4,5,84054
1096,1,56,1,256,64,4,6,84139
1097,1,56,1,256,64,4,7,84225
1098,1,56,1,256,64,4,8,84310
1099,1,56,1,256,64,5,2,87979
1100,1,56,1,256,64,5,3,88065
1101,1,56,1,256,64,5,4,88150
1102,1,56,1,256,64,5,5,100891
1103,1,56,1,256,64,5,6,100977
1104,1,56,1,256,64,5,7,101062
1105,1,56,1,256,64,5,8,101147
1106,1,56,1,256,64,6,2,92161
1107,1,56,1,256,64,6,3,92246
1108,1,56,1,256,64,6,4,92331
1109,1,56,1,256,64,6,5,100897
1110,1,56,1,256,64,6,6,100982
1111,1,56,1,256,64,6,7,101067
1112,1,56,1,256,64,6,8,101153
1113,1,56,1,256,64,7,2,96342
1114,1,56,1,256,64,7,3,96427
1115,1,56,1,256,64,7,4,96513
1116,1,56,1,256,64,7,5,100902
1117,1,56,1,256,64,7,6,100987
1118,1,56,1,256,64,7,7,101073
1119,1,56,1,256,64,7,8,101158
1120,1,56,1,256,64,8,2,100523
1121,1,56,1,256,64,8,3,100609
1122,1,56,1,256,64,8,4,100694
1123,1,56,1,256,64,8,5,100907
1124,1,56,1,256,64,8,6,100993
1125,1,56,1,256,64,8,7,101078
1126,1,56,1,256,64,8,8,101163
1127,3,112,1,64,128,2,2,549302
1128,3,112,1,64,128,2,3,549558
1129,3,112,1,64,128,2,4,574550
1130,3,112,1,64,128,2,5,574764
1131,3,112,1,64,128,2,6,575148
1132,3,112,1,64,128,2,7,575532
1133,3,112,1,64,128,2,8,590550
1134,3,112,1,64,128,3,2,555665
1135,3,112,1,64,128,3,3,555964
1136,3,112,1,64,128,3,4,593196
1137,3,112,1,64,128,3,5,903708
1138,3,112,1,64,128,3,6,903804
1139,3,112,1,64,128,3,7,903900
1140,3,112,1,64,128,3,8,903996
1141,3,112,1,64,128,4,2,562198
1142,3,112,1,64,128,4,3,562497
1143,3,112,1,64,128,4,4,612012
1144,3,112,1,64,128,4,5,903713
1145,3,112,1,64,128,4,6,903809
1146,3,112,1,64,128,4,7,903905
1147,3,112,1,64,128,4,8,904001
1148,3,112,1,64,128,5,2,568646
1149,3,112,1,64,128,5,3,904379
1150,3,112,1,64,128,5,4,903622
1151,3,112,1,64,128,5,5,1806843
1152,3,112,1,64,128,5,6,1806939
1153,3,112,1,64,128,5,7,1807035
1154,3,112,1,64,128,5,8,1806777
1155,3,112,1,64,128,6,2,575180
1156,3,112,1,64,128,6,3,904382
1157,3,112,1,64,128,6,4,903796
1158,3,112,1,64,128,6,5,1806846
1159,3,112,1,64,128,6,6,1806942
1160,3,112,1,64,128,6,7,1807038
1161,3,112,1,64,128,6,8,1806780
1162,3,112,1,64,128,7,2,581713
1163,3,112,1,64,128,7,3,904385
1164,3,112,1,64,128,7,4,903808
1165,3,112,1,64,128,7,5,1806849
1166,3,112,1,64,128,7,6,1806945
1167,3,112,1,64,128,7,7,1807041
1168,3,112,1,64,128,7,8,1806782
1169,3,112,1,64,128,8,2,588246
1170,3,112,1,64,128,8,3,904388
1171,3,112,1,64,128,8,4,903820
1172,3,112,1,64,128,8,5,1806852
1173,3,112,1,64,128,8,6,1806948
1174,3,112,1,64,128,8,7,1807044
1175,3,112,1,64,128,8,8,1806785
1176,1,28,2,256,512,2,2,137260
1177,1,28,2,256,512,2,3,140033
1178,1,28,2,256,512,2,4,140716
1179,1,28,2,256,512,2,5,145580
1180,1,28,2,256,512,2,6,146262
1181,1,28,2,256,512,2,7,146945
1182,1,28,2,256,512,2,8,147628
1183,1,28,2,256,512,3,2,138305
1184,1,28,2,256,512,3,3,142124
1185,1,28,2,256,512,3,4,142806
1186,1,28,2,256,512,3,5,149761
1187,1,28,2,256,512,3,6,150444
1188,1,28,2,256,512,3,7,151126
1189,1,28,2,256,512,3,8,151809
1190,1,28,2,256,512,4,2,139350
1191,1,28,2,256,512,4,3,144214
1192,1,28,2,256,512,4,4,144897
1193,1,28,2,256,512,4,5,153942
1194,1,28,2,256,512,4,6,154625
1195,1,28,2,256,512,4,7,155308
1196,1,28,2,256,512,4,8,155990
1197,1,28,2,256,512,5,2,140396
1198,1,28,2,256,512,5,3,146305
1199,1,28,2,256,512,5,4,146988
1200,1,28,2,256,512,5,5,201788
1201,1,28,2,256,512,5,6,201958
1202,1,28,2,256,512,5,7,202086
1203,1,28,2,256,512,5,8,202171
1204,1,28,2,256,512,6,2,141441
1205,1,28,2,256,512,6,3,148396
1206,1,28,2,256,512,6,4,149078
1207,1,28,2,256,512,6,5,201801
1208,1,28,2,256,512,6,6,201972
1209,1,28,2,256,512,6,7,202123
1210,1,28,2,256,512,6,8,202209
1211,1,28,2,256,512,7,2,142486
1212,1,28,2,256,512,7,3,150486
1213,1,28,2,256,512,7,4,151169
1214,1,28,2,256,512,7,5,201862
1215,1,28,2,256,512,7,6,202033
1216,1,28,2,256,512,7,7,202161
1217,1,28,2,256,512,7,8,202246
1218,1,28,2,256,512,8,2,143532
1219,1,28,2,256,512,8,3,152577
1220,1,28,2,256,512,8,4,153260
1221,1,28,2,256,512,8,5,201900
1222,1,28,2,256,512,8,6,202070
1223,1,28,2,256,512,8,7,202241
1224,1,28,2,256,512,8,8,202412
1225,3,56,1,64,64,2,2,70681
1226,3,56,1,64,64,2,3,70809
1227,3,56,1,64,64,2,4,71023
1228,3,56,1,64,64,2,5,71129
1229,3,56,1,64,64,2,6,71321
1230,3,56,1,64,64,2,7,71513
1231,3,56,1,64,64,2,8,74972
1232,3,56,1,64,64,3,2,72229
1233,3,56,1,64,64,3,3,72379
1234,3,56,1,64,64,3,4,72571
1235,3,56,1,64,64,3,5,114348
1236,3,56,1,64,64,3,6,114540
1237,3,56,1,64,64,3,7,114732
1238,3,56,1,64,64,3,8,114156
1239,3,56,1,64,64,4,2,73863
1240,3,56,1,64,64,4,3,74012
1241,3,56,1,64,64,4,4,74204
1242,3,56,1,64,64,4,5,114497
1243,3,56,1,64,64,4,6,114689
1244,3,56,1,64,64,4,7,114881
1245,3,56,1,64,64,4,8,114305
1246,3,56,1,64,64,5,2,75453
1247,3,56,1,64,64,5,3,113542
1248,3,56,1,64,64,5,4,113734
1249,3,56,1,64,64,5,5,226789
1250,3,56,1,64,64,5,6,226981
1251,3,56,1,64,64,5,7,227173
1252,3,56,1,64,64,5,8,226630
1253,3,56,1,64,64,6,2,77087
1254,3,56,1,64,64,6,3,113590
1255,3,56,1,64,64,6,4,113782
1256,3,56,1,64,64,6,5,226792
1257,3,56,1,64,64,6,6,226984
1258,3,56,1,64,64,6,7,227176
1259,3,56,1,64,64,6,8,226636
1260,3,56,1,64,64,7,2,78720
1261,3,56,1,64,64,7,3,113595
1262,3,56,1,64,64,7,4,113787
1263,3,56,1,64,64,7,5,226795
1264,3,56,1,64,64,7,6,226987
1265,3,56,1,64,64,7,7,227179
1266,3,56,1,64,64,7,8,226641
1267,3,56,1,64,64,8,2,80353
1268,3,56,1,64,64,8,3,113601
1269,3,56,1,64,64,8,4,113793
1270,3,56,1,64,64,8,5,226798
1271,3,56,1,64,64,8,6,226990
1272,3,56,1,64,64,8,7,227182
1273,3,56,1,64,64,8,8,226646
1274,3,56,1,128,256,2,2,308651
1275,3,56,1,128,256,2,3,309846
1276,3,56,1,128,256,2,4,326017
1277,3,56,1,128,256,2,5,453185
1278,3,56,1,128,256,2,6,453377
1279,3,56,1,128,256,2,7,453569
1280,3,56,1,128,256,2,8,599766
1281,3,56,1,128,256,3,2,327126
1282,3,56,1,128,256,3,3,452404
1283,3,56,1,128,256,3,4,452596
1284,3,56,1,128,256,3,5,904140
1285,3,56,1,128,256,3,6,904236
1286,3,56,1,128,256,3,7,904332
1287,3,56,1,128,256,3,8,904428
1288,3,56,1,128,256,4,2,345942
1289,3,56,1,128,256,4,3,452428
1290,3,56,1,128,256,4,4,452620
1291,3,56,1,128,256,4,5,904214
1292,3,56,1,128,256,4,6,904385
1293,3,56,1,128,256,4,7,904481
1294,3,56,1,128,256,4,8,904502
1295,3,56,1,128,256,5,2,452491
1296,3,56,1,128,256,5,3,903526
1297,3,56,1,128,256,5,4,903622
1298,3,56,1,128,256,5,5,1806886
1299,3,56,1,128,256,5,6,1806982
1300,3,56,1,128,256,5,7,1807078
1301,3,56,1,128,256,5,8,1807137
1302,3,56,1,128,256,6,2,452838
1303,3,56,1,128,256,6,3,903700
1304,3,56,1,128,256,6,4,903796
1305,3,56,1,128,256,6,5,1806892
1306,3,56,1,128,256,6,6,1806988
1307,3,56,1,128,256,6,7,1807084
1308,3,56,1,128,256,6,8,1807180
1309,3,56,1,128,256,7,2,452862
1310,3,56,1,128,256,7,3,903712
1311,3,56,1,128,256,7,4,903808
1312,3,56,1,128,256,7,5,1806897
1313,3,56,1,128,256,7,6,1806993
1314,3,56,1,128,256,7,7,1807089
1315,3,56,1,128,256,7,8,1807185
1316,3,56,1,128,256,8,2,452886
1317,3,56,1,128,256,8,3,903724
1318,3,56,1,128,256,8,4,903820
1319,3,56,1,128,256,8,5,1806902
1320,3,56,1,128,256,8,6,1806998
1321,3,56,1,128,256,8,7,1807094
1322,3,56,1,128,256,8,8,1807190
1323,3,56,1,256,256,2,2,378284
1324,3,56,1,256,256,2,3,453004
1325,3,56,1,256,256,2,4,652033
1326,3,56,1,256,256,2,5,904769
1327,3,56,1,256,256,2,6,904961
1328,3,56,1,256,256,2,7,905153
1329,3,56,1,256,256,2,8,1199532
1330,3,56,1,256,256,3,2,453436
1331,3,56,1,256,256,3,3,903988
1332,3,56,1,256,256,3,4,904180
1333,3,56,1,256,256,3,5,1807308
1334,3,56,1,256,256,3,6,1807404
1335,3,56,1,256,256,3,7,1807500
1336,3,56,1,256,256,3,8,1807596
1337,3,56,1,256,256,4,2,482817
1338,3,56,1,256,256,4,3,904012
1339,3,56,1,256,256,4,4,904204
1340,3,56,1,256,256,4,5,1807382
1341,3,56,1,256,256,4,6,1807553
1342,3,56,1,256,256,4,7,1807649
1343,3,56,1,256,256,4,8,1807745
1344,3,56,1,256,256,5,2,904075
1345,3,56,1,256,256,5,3,1806694
1346,3,56,1,256,256,5,4,1806790
1347,3,56,1,256,256,5,5,3613204
1348,3,56,1,256,256,5,6,3613318
1349,3,56,1,256,256,5,7,3613414
1350,3,56,1,256,256,5,8,3613473
1351,3,56,1,256,256,6,2,904396
1352,3,56,1,256,256,6,3,1806868
1353,3,56,1,256,256,6,4,1806964
1354,3,56,1,256,256,6,5,3613228
1355,3,56,1,256,256,6,6,3613324
1356,3,56,1,256,256,6,7,3613420
1357,3,56,1,256,256,6,8,3613516
1358,3,56,1,256,256,7,2,904444
1359,3,56,1,256,256,7,3,1806880
1360,3,56,1,256,256,7,4,1806976
1361,3,56,1,256,256,7,5,3613233
1362,3,56,1,256,256,7,6,3613329
1363,3,56,1,256,256,7,7,3613425
1364,3,56,1,256,256,7,8,3613521
1365,3,56,1,256,256,8,2,904470
1366,3,56,1,256,256,8,3,1806892
1367,3,56,1,256,256,8,4,1806988
1368,3,56,1,256,256,8,5,3613238
1369,3,56,1,256,256,8,6,3613334
1370,3,56,1,256,256,8,7,3613430
1371,3,56,1,256,256,8,8,3613526
1372,1,7,2,256,512,2,2,9860
1373,1,7,2,256,512,2,3,10542
1374,1,7,2,256,512,2,4,11225
1375,1,7,2,256,512,2,5,11907
1376,1,7,2,256,512,2,6,12590
1377,1,7,2,256,512,2,7,13273
1378,1,7,2,256,512,2,8,13955
1379,1,7,2,256,512,3,2,9925
1380,1,7,2,256,512,3,3,10608
1381,1,7,2,256,512,3,4,11290
1382,1,7,2,256,512,3,5,11973
1383,1,7,2,256,512,3,6,12656
1384,1,7,2,256,512,3,7,13338
1385,1,7,2,256,512,3,8,14021
1386,1,7,2,256,512,4,2,9990
1387,1,7,2,256,512,4,3,10673
1388,1,7,2,256,512,4,4,11356
1389,1,7,2,256,512,4,5,12038
1390,1,7,2,256,512,4,6,12721
1391,1,7,2,256,512,4,7,13404
1392,1,7,2,256,512,4,8,14086
1393,1,7,2,256,512,5,2,10056
1394,1,7,2,256,512,5,3,10738
1395,1,7,2,256,512,5,4,11421
1396,1,7,2,256,512,5,5,13447
1397,1,7,2,256,512,5,6,13533
1398,1,7,2,256,512,5,7,13618
1399,1,7,2,256,512,5,8,14151
1400,1,7,2,256,512,6,2,10121
1401,1,7,2,256,512,6,3,10804
1402,1,7,2,256,512,6,4,11486
1403,1,7,2,256,512,6,5,13513
1404,1,7,2,256,512,6,6,13598
1405,1,7,2,256,512,6,7,13683
1406,1,7,2,256,512,6,8,14217
1407,1,7,2,256,512,7,2,10186
1408,1,7,2,256,512,7,3,10869
1409,1,7,2,256,512,7,4,11552
1410,1,7,2,256,512,7,5,13578
1411,1,7,2,256,512,7,6,13663
1412,1,7,2,256,512,7,7,13749
1413,1,7,2,256,512,7,8,14282
1414,1,7,2,256,512,8,2,10252
1415,1,7,2,256,512,8,3,10934
1416,1,7,2,256,512,8,4,11617
1417,1,7,2,256,512,8,5,13643
1418,1,7,2,256,512,8,6,13729
1419,1,7,2,256,512,8,7,13814
1420,1,7,2,256,512,8,8,14347
1421,1,7,2,1024,2048,2,2,55819
1422,1,7,2,1024,2048,2,3,66742
1423,1,7,2,1024,2048,2,4,77665
1424,1,7,2,1024,2048,2,5,88588
