,K,O,S,IC,OC,iprec,wprec,cycle
1425,1,7,2,1024,2048,2,6,99510
1426,1,7,2,1024,2048,2,7,110433
1427,1,7,2,1024,2048,2,8,121356
1428,1,7,2,1024,2048,3,2,67841
1429,1,7,2,1024,2048,3,3,91308
1430,1,7,2,1024,2048,3,4,102230
1431,1,7,2,1024,2048,3,5,122299
1432,1,7,2,1024,2048,3,6,133222
1433,1,7,2,1024,2048,3,7,144145
1434,1,7,2,1024,2048,3,8,155067
1435,1,7,2,1024,2048,4,2,72022
1436,1,7,2,1024,2048,4,3,99670
1437,1,7,2,1024,2048,4,4,110593
1438,1,7,2,1024,2048,4,5,122561
1439,1,7,2,1024,2048,4,6,133484
1440,1,7,2,1024,2048,4,7,144406
1441,1,7,2,1024,2048,4,8,155329
1442,1,7,2,1024,2048,5,2,76204
1443,1,7,2,1024,2048,5,3,101667
1444,1,7,2,1024,2048,5,4,111900
1445,1,7,2,1024,2048,5,5,201607
1446,1,7,2,1024,2048,5,6,201693
1447,1,7,2,1024,2048,5,7,202443
1448,1,7,2,1024,2048,5,8,202564
1449,1,7,2,1024,2048,6,2,80385
1450,1,7,2,1024,2048,6,3,116396
1451,1,7,2,1024,2048,6,4,127318
1452,1,7,2,1024,2048,6,5,201673
1453,1,7,2,1024,2048,6,6,201758
1454,1,7,2,1024,2048,6,7,202161
1455,1,7,2,1024,2048,6,8,204459
1456,1,7,2,1024,2048,7,2,84566
1457,1,7,2,1024,2048,7,3,124758
1458,1,7,2,1024,2048,7,4,135681
1459,1,7,2,1024,2048,7,5,201738
1460,1,7,2,1024,2048,7,6,201823
1461,1,7,2,1024,2048,7,7,202179
1462,1,7,2,1024,2048,7,8,212822
1463,1,7,2,1024,2048,8,2,88748
1464,1,7,2,1024,2048,8,3,133121
1465,1,7,2,1024,2048,8,4,144044
1466,1,7,2,1024,2048,8,5,201803
1467,1,7,2,1024,2048,8,6,201889
1468,1,7,2,1024,2048,8,7,210262
1469,1,7,2,1024,2048,8,8,221185
1470,3,14,2,128,256,2,2,26673
1471,3,14,2,128,256,2,3,27867
1472,3,14,2,128,256,2,4,35937
1473,3,14,2,128,256,2,5,37473
1474,3,14,2,128,256,2,6,39009
1475,3,14,2,128,256,2,7,40545
1476,3,14,2,128,256,2,8,58806
1477,3,14,2,128,256,3,2,29598
1478,3,14,2,128,256,3,3,31134
1479,3,14,2,128,256,3,4,42471
1480,3,14,2,128,256,3,5,57810
1481,3,14,2,128,256,3,6,58002
1482,3,14,2,128,256,3,7,58194
1483,3,14,2,128,256,3,8,65340
1484,3,14,2,128,256,4,2,32865
1485,3,14,2,128,256,4,3,34401
1486,3,14,2,128,256,4,4,49004
1487,3,14,2,128,256,4,5,58174
1488,3,14,2,128,256,4,6,58366
1489,3,14,2,128,256,4,7,58558
1490,3,14,2,128,256,4,8,71873
1491,3,14,2,128,256,5,2,36131
1492,3,14,2,128,256,5,3,57907
1493,3,14,2,128,256,5,4,58099
1494,3,14,2,128,256,5,5,113582
1495,3,14,2,128,256,5,6,113630
1496,3,14,2,128,256,5,7,113678
1497,3,14,2,128,256,5,8,113726
1498,3,14,2,128,256,6,2,39398
1499,3,14,2,128,256,6,3,57972
1500,3,14,2,128,256,6,4,59196
1501,3,14,2,128,256,6,5,113778
1502,3,14,2,128,256,6,6,113870
1503,3,14,2,128,256,6,7,113918
1504,3,14,2,128,256,6,8,114066
1505,3,14,2,128,256,7,2,42665
1506,3,14,2,128,256,7,3,58180
1507,3,14,2,128,256,7,4,62462
1508,3,14,2,128,256,7,5,113820
1509,3,14,2,128,256,7,6,113884
1510,3,14,2,128,256,7,7,114012
1511,3,14,2,128,256,7,8,114108
1512,3,14,2,128,256,8,2,45931
1513,3,14,2,128,256,8,3,58238
1514,3,14,2,128,256,8,4,65729
1515,3,14,2,128,256,8,5,113844
1516,3,14,2,128,256,8,6,113899
1517,3,14,2,128,256,8,7,114334
1518,3,14,2,128,256,8,8,114430
1519,3,32,1,128,128,2,2,51542
1520,3,32,1,128,128,2,3,52140
1521,3,32,1,128,128,2,4,55297
1522,3,32,1,128,128,2,5,75244
1523,3,32,1,128,128,2,6,75436
1524,3,32,1,128,128,2,7,75628
1525,3,32,1,128,128,2,8,102060
1526,3,32,1,128,128,3,2,54444
1527,3,32,1,128,128,3,3,75052
1528,3,32,1,128,128,3,4,75244
1529,3,32,1,128,128,3,5,148396
1530,3,32,1,128,128,3,6,148492
1531,3,32,1,128,128,3,7,148588
1532,3,32,1,128,128,3,8,148684
1533,3,32,1,128,128,4,2,57516
1534,3,32,1,128,128,4,3,74572
1535,3,32,1,128,128,4,4,74764
1536,3,32,1,128,128,4,5,148492
1537,3,32,1,128,128,4,6,148588
1538,3,32,1,128,128,4,7,148684
1539,3,32,1,128,128,4,8,148780
1540,3,32,1,128,128,5,2,74635
1541,3,32,1,128,128,5,3,148324
1542,3,32,1,128,128,5,4,148492
1543,3,32,1,128,128,5,5,295691
1544,3,32,1,128,128,5,6,295787
1545,3,32,1,128,128,5,7,295883
1546,3,32,1,128,128,5,8,295708
1547,3,32,1,128,128,6,2,74982
1548,3,32,1,128,128,6,3,148348
1549,3,32,1,128,128,6,4,148540
1550,3,32,1,128,128,6,5,295734
1551,3,32,1,128,128,6,6,295830
1552,3,32,1,128,128,6,7,295926
1553,3,32,1,128,128,6,8,295756
1554,3,32,1,128,128,7,2,75006
1555,3,32,1,128,128,7,3,148372
1556,3,32,1,128,128,7,4,148564
1557,3,32,1,128,128,7,5,295777
1558,3,32,1,128,128,7,6,295873
1559,3,32,1,128,128,7,7,295969
1560,3,32,1,128,128,7,8,295804
1561,3,32,1,128,128,8,2,75030
1562,3,32,1,128,128,8,3,148300
1563,3,32,1,128,128,8,4,148108
1564,3,32,1,128,128,8,5,295660
1565,3,32,1,128,128,8,6,295756
1566,3,32,1,128,128,8,7,295852
1567,3,32,1,128,128,8,8,295852
1568,5,27,1,64,192,2,2,111571
1569,5,27,1,64,192,2,3,118902
1570,5,27,1,64,192,2,4,119180
1571,5,27,1,64,192,2,5,119404
1572,5,27,1,64,192,2,6,220045
1573,5,27,1,64,192,2,7,220184
1574,5,27,1,64,192,2,8,220323
1575,5,27,1,64,192,3,2,111711
1576,5,27,1,64,192,3,3,119020
1577,5,27,1,64,192,3,4,119286
1578,5,27,1,64,192,3,5,219993
1579,5,27,1,64,192,3,6,220126
1580,5,27,1,64,192,3,7,220259
1581,5,27,1,64,192,3,8,220393
1582,5,27,1,64,192,4,2,118924
1583,5,27,1,64,192,4,3,119169
1584,5,27,1,64,192,4,4,119436
1585,5,27,1,64,192,4,5,220355
1586,5,27,1,64,192,4,6,236470
1587,5,27,1,64,192,4,7,236604
1588,5,27,1,64,192,4,8,236737
1589,5,27,1,64,192,5,2,118412
1590,5,27,1,64,192,5,3,220639
1591,5,27,1,64,192,5,4,220906
1592,5,27,1,64,192,5,5,438303
1593,5,27,1,64,192,5,6,438370
1594,5,27,1,64,192,5,7,438436
1595,5,27,1,64,192,5,8,438503
1596,5,27,1,64,192,6,2,118433
1597,5,27,1,64,192,6,3,220751
1598,5,27,1,64,192,6,4,221018
1599,5,27,1,64,192,6,5,438359
1600,5,27,1,64,192,6,6,438426
1601,5,27,1,64,192,6,7,438493
1602,5,27,1,64,192,6,8,438559
1603,5,27,1,64,192,7,2,118454
1604,5,27,1,64,192,7,3,225688
1605,5,27,1,64,192,7,4,227288
1606,5,27,1,64,192,7,5,438384
1607,5,27,1,64,192,7,6,438518
1608,5,27,1,64,192,7,7,438651
1609,5,27,1,64,192,7,8,438784
1610,5,27,1,64,192,8,2,118476
1611,5,27,1,64,192,8,3,236342
1612,5,27,1,64,192,8,4,236502
1613,5,27,1,64,192,8,5,438388
1614,5,27,1,64,192,8,6,438522
1615,5,27,1,64,192,8,7,438655
1616,5,27,1,64,192,8,8,438788
1617,3,14,2,256,256,2,2,49004
1618,3,14,2,256,256,2,3,52076
1619,3,14,2,256,256,2,4,71873
1620,3,14,2,256,256,2,5,74945
1621,3,14,2,256,256,2,6,78017
1622,3,14,2,256,256,2,7,81089
1623,3,14,2,256,256,2,8,117612
1624,3,14,2,256,256,3,2,59196
1625,3,14,2,256,256,3,3,62268
1626,3,14,2,256,256,3,4,84940
1627,3,14,2,256,256,3,5,114258
1628,3,14,2,256,256,3,6,114450
1629,3,14,2,256,256,3,7,114642
1630,3,14,2,256,256,3,8,130679
1631,3,14,2,256,256,4,2,65729
1632,3,14,2,256,256,4,3,68801
1633,3,14,2,256,256,4,4,98006
1634,3,14,2,256,256,4,5,114622
1635,3,14,2,256,256,4,6,114814
1636,3,14,2,256,256,4,7,115006
1637,3,14,2,256,256,4,8,143745
1638,3,14,2,256,256,5,2,72262
1639,3,14,2,256,256,5,3,113928
1640,3,14,2,256,256,5,4,114547
1641,3,14,2,256,256,5,5,226285
1642,3,14,2,256,256,5,6,226309
1643,3,14,2,256,256,5,7,226574
1644,3,14,2,256,256,5,8,226622
1645,3,14,2,256,256,6,2,78796
1646,3,14,2,256,256,6,3,114448
1647,3,14,2,256,256,6,4,118390
1648,3,14,2,256,256,6,5,226299
1649,3,14,2,256,256,6,6,226323
1650,3,14,2,256,256,6,7,226814
1651,3,14,2,256,256,6,8,226962
1652,3,14,2,256,256,7,2,85329
1653,3,14,2,256,256,7,3,114628
1654,3,14,2,256,256,7,4,124923
1655,3,14,2,256,256,7,5,226314
1656,3,14,2,256,256,7,6,226780
1657,3,14,2,256,256,7,7,226828
1658,3,14,2,256,256,7,8,227004
1659,3,14,2,256,256,8,2,91862
1660,3,14,2,256,256,8,3,114686
1661,3,14,2,256,256,8,4,131457
1662,3,14,2,256,256,8,5,226740
1663,3,14,2,256,256,8,6,226795
1664,3,14,2,256,256,8,7,226843
1665,3,14,2,256,256,8,8,227326
1666,1,7,1,512,2048,2,2,44636
1667,1,7,1,512,2048,2,3,50097
1668,1,7,1,512,2048,2,4,55558
1669,1,7,1,512,2048,2,5,61020
1670,1,7,1,512,2048,2,6,66481
1671,1,7,1,512,2048,2,7,71942
1672,1,7,1,512,2048,2,8,77404
1673,1,7,1,512,2048,3,2,44766
1674,1,7,1,512,2048,3,3,50228
1675,1,7,1,512,2048,3,4,55689
1676,1,7,1,512,2048,3,5,61150
1677,1,7,1,512,2048,3,6,66612
1678,1,7,1,512,2048,3,7,72073
1679,1,7,1,512,2048,3,8,77534
1680,1,7,1,512,2048,4,2,44897
1681,1,7,1,512,2048,4,3,50358
1682,1,7,1,512,2048,4,4,55819
1683,1,7,1,512,2048,4,5,61281
1684,1,7,1,512,2048,4,6,66742
1685,1,7,1,512,2048,4,7,72203
1686,1,7,1,512,2048,4,8,77665
1687,1,7,1,512,2048,5,2,45028
1688,1,7,1,512,2048,5,3,51491
1689,1,7,1,512,2048,5,4,55950
1690,1,7,1,512,2048,5,5,101582
1691,1,7,1,512,2048,5,6,101667
1692,1,7,1,512,2048,5,7,102126
1693,1,7,1,512,2048,5,8,102212
1694,1,7,1,512,2048,6,2,50646
1695,1,7,1,512,2048,6,3,62380
1696,1,7,1,512,2048,6,4,67841
1697,1,7,1,512,2048,6,5,101321
1698,1,7,1,512,2048,6,6,101406
1699,1,7,1,512,2048,6,7,101809
1700,1,7,1,512,2048,6,8,102230
1701,1,7,1,512,2048,7,2,51692
1702,1,7,1,512,2048,7,3,64470
1703,1,7,1,512,2048,7,4,69932
1704,1,7,1,512,2048,7,5,101386
1705,1,7,1,512,2048,7,6,101471
1706,1,7,1,512,2048,7,7,101827
1707,1,7,1,512,2048,7,8,106412
1708,1,7,1,512,2048,8,2,52737
1709,1,7,1,512,2048,8,3,66561
1710,1,7,1,512,2048,8,4,72022
1711,1,7,1,512,2048,8,5,101451
1712,1,7,1,512,2048,8,6,101537
1713,1,7,1,512,2048,8,7,105132
1714,1,7,1,512,2048,8,8,110593
1715,1,7,1,2048,512,2,2,27649
1716,1,7,1,2048,512,2,3,34156
1717,1,7,1,2048,512,2,4,39617
1718,1,7,1,2048,512,2,5,45079
1719,1,7,1,2048,512,2,6,50540
1720,1,7,1,2048,512,2,7,56001
1721,1,7,1,2048,512,2,8,61463
1722,1,7,1,2048,512,3,2,31830
1723,1,7,1,2048,512,3,3,45654
1724,1,7,1,2048,512,3,4,51115
1725,1,7,1,2048,512,3,5,60758
1726,1,7,1,2048,512,3,6,66220
1727,1,7,1,2048,512,3,7,71681
1728,1,7,1,2048,512,3,8,77142
1729,1,7,1,2048,512,4,2,36012
1730,1,7,1,2048,512,4,3,49835
1731,1,7,1,2048,512,4,4,55297
1732,1,7,1,2048,512,4,5,62849
1733,1,7,1,2048,512,4,6,68310
1734,1,7,1,2048,512,4,7,73771
1735,1,7,1,2048,512,4,8,79233
1736,1,7,1,2048,512,5,2,38103
1737,1,7,1,2048,512,5,3,52449
1738,1,7,1,2048,512,5,4,57910
1739,1,7,1,2048,512,5,5,100910
1740,1,7,1,2048,512,5,6,100912
1741,1,7,1,2048,512,5,7,100915
1742,1,7,1,2048,512,5,8,100918
1743,1,7,1,2048,512,6,2,40193
1744,1,7,1,2048,512,6,3,58198
1745,1,7,1,2048,512,6,4,63659
1746,1,7,1,2048,512,6,5,100914
1747,1,7,1,2048,512,6,6,100916
1748,1,7,1,2048,512,6,7,100919
1749,1,7,1,2048,512,6,8,102230
1750,1,7,1,2048,512,7,2,42284
1751,1,7,1,2048,512,7,3,62379
1752,1,7,1,2048,512,7,4,67841
1753,1,7,1,2048,512,7,5,100918
1754,1,7,1,2048,512,7,6,100920
1755,1,7,1,2048,512,7,7,101827
1756,1,7,1,2048,512,7,8,106412
1757,1,7,1,2048,512,8,2,44375
1758,1,7,1,2048,512,8,3,66561
1759,1,7,1,2048,512,8,4,72022
1760,1,7,1,2048,512,8,5,101451
1761,1,7,1,2048,512,8,6,101675
1762,1,7,1,2048,512,8,7,105132
1763,1,7,1,2048,512,8,8,110593
1764,3,224,1,3,64,2,2,1073044
1765,3,224,1,3,64,2,3,1073001
1766,3,224,1,3,64,2,4,1073044
1767,3,224,1,3,64,2,5,1072980
1768,3,224,1,3,64,2,6,1073001
1769,3,224,1,3,64,2,7,1073023
1770,3,224,1,3,64,2,8,1073044
1771,3,224,1,3,64,3,2,1074183
1772,3,224,1,3,64,3,3,1074162
1773,3,224,1,3,64,3,4,1074183
1774,3,224,1,3,64,3,5,1074151
1775,3,224,1,3,64,3,6,1074162
1776,3,224,1,3,64,3,7,1074173
1777,3,224,1,3,64,3,8,1074183
1778,3,224,1,3,64,4,2,1075408
1779,3,224,1,3,64,4,3,1075387
1780,3,224,1,3,64,4,4,1075408
1781,3,224,1,3,64,4,5,1075376
1782,3,224,1,3,64,4,6,1075387
1783,3,224,1,3,64,4,7,1075397
1784,3,224,1,3,64,4,8,1075408
1785,3,224,1,3,64,5,2,1076590
1786,3,224,1,3,64,5,3,1076580
1787,3,224,1,3,64,5,4,1076590
1788,3,224,1,3,64,5,5,1076601
1789,3,224,1,3,64,5,6,1076612
1790,3,224,1,3,64,5,7,1076622
1791,3,224,1,3,64,5,8,1076633
1792,3,224,1,3,64,6,2,1077816
1793,3,224,1,3,64,6,3,1077805
1794,3,224,1,3,64,6,4,1077816
1795,3,224,1,3,64,6,5,1077827
1796,3,224,1,3,64,6,6,1077837
1797,3,224,1,3,64,6,7,1077848
1798,3,224,1,3,64,6,8,1077859
1799,3,224,1,3,64,7,2,1079041
1800,3,224,1,3,64,7,3,1079030
1801,3,224,1,3,64,7,4,1079041
1802,3,224,1,3,64,7,5,1079051
1803,3,224,1,3,64,7,6,1079062
1804,3,224,1,3,64,7,7,1079073
1805,3,224,1,3,64,7,8,1079083
1806,3,224,1,3,64,8,2,1080265
1807,3,224,1,3,64,8,3,1080255
1808,3,224,1,3,64,8,4,1080265
1809,3,224,1,3,64,8,5,1080276
1810,3,224,1,3,64,8,6,1080287
1811,3,224,1,3,64,8,7,1080297
1812,3,224,1,3,64,8,8,1080308
1813,3,32,1,3,128,2,2,44083
1814,3,32,1,3,128,2,3,43998
1815,3,32,1,3,128,2,4,44083
1816,3,32,1,3,128,2,5,43955
1817,3,32,1,3,128,2,6,43998
1818,3,32,1,3,128,2,7,44040
1819,3,32,1,3,128,2,8,44083
1820,3,32,1,3,128,3,2,43937
1821,3,32,1,3,128,3,3,43895
1822,3,32,1,3,128,3,4,43937
1823,3,32,1,3,128,3,5,43873
1824,3,32,1,3,128,3,6,43895
1825,3,32,1,3,128,3,7,43916
1826,3,32,1,3,128,3,8,43937
1827,3,32,1,3,128,4,2,43962
1828,3,32,1,3,128,4,3,43920
1829,3,32,1,3,128,4,4,43962
1830,3,32,1,3,128,4,5,43898
1831,3,32,1,3,128,4,6,43920
1832,3,32,1,3,128,4,7,43941
1833,3,32,1,3,128,4,8,43962
1834,3,32,1,3,128,5,2,43902
1835,3,32,1,3,128,5,3,43881
1836,3,32,1,3,128,5,4,43902
1837,3,32,1,3,128,5,5,43923
1838,3,32,1,3,128,5,6,43945
1839,3,32,1,3,128,5,7,43966
1840,3,32,1,3,128,5,8,43987
1841,3,32,1,3,128,6,2,43927
1842,3,32,1,3,128,6,3,43906
1843,3,32,1,3,128,6,4,43927
1844,3,32,1,3,128,6,5,43948
1845,3,32,1,3,128,6,6,43970
1846,3,32,1,3,128,6,7,43991
1847,3,32,1,3,128,6,8,44012
1848,3,32,1,3,128,7,2,43952
1849,3,32,1,3,128,7,3,43931
1850,3,32,1,3,128,7,4,43952
1851,3,32,1,3,128,7,5,43973
1852,3,32,1,3,128,7,6,43995
1853,3,32,1,3,128,7,7,44016
1854,3,32,1,3,128,7,8,44037
1855,3,32,1,3,128,8,2,43977
1856,3,32,1,3,128,8,3,43956
1857,3,32,1,3,128,8,4,43977
1858,3,32,1,3,128,8,5,43998
1859,3,32,1,3,128,8,6,44020
1860,3,32,1,3,128,8,7,44041
1861,3,32,1,3,128,8,8,44062
1862,1,28,1,128,512,2,2,136214
1863,1,28,1,128,512,2,3,135873
1864,1,28,1,128,512,2,4,136214
1865,1,28,1,128,512,2,5,137601
1866,1,28,1,128,512,2,6,137942
1867,1,28,1,128,512,2,7,138283
1868,1,28,1,128,512,2,8,138625
1869,1,28,1,128,512,3,2,136054
1870,1,28,1,128,512,3,3,136396
1871,1,28,1,128,512,3,4,136737
1872,1,28,1,128,512,3,5,138646
1873,1,28,1,128,512,3,6,138988
1874,1,28,1,128,512,3,7,139329
1875,1,28,1,128,512,3,8,139670
1876,1,28,1,128,512,4,2,136577
1877,1,28,1,128,512,4,3,136918
1878,1,28,1,128,512,4,4,137260
1879,1,28,1,128,512,4,5,139692
1880,1,28,1,128,512,4,6,140033
1881,1,28,1,128,512,4,7,140374
1882,1,28,1,128,512,4,8,140716
1883,1,28,1,128,512,5,2,137099
1884,1,28,1,128,512,5,3,137441
1885,1,28,1,128,512,5,4,137782
1886,1,28,1,128,512,5,5,140737
1887,1,28,1,128,512,5,6,141078
1888,1,28,1,128,512,5,7,141419
1889,1,28,1,128,512,5,8,141761
1890,1,28,1,128,512,6,2,137622
1891,1,28,1,128,512,6,3,137964
1892,1,28,1,128,512,6,4,138305
1893,1,28,1,128,512,6,5,141782
1894,1,28,1,128,512,6,6,142124
1895,1,28,1,128,512,6,7,142465
1896,1,28,1,128,512,6,8,142806
1897,1,28,1,128,512,7,2,138145
1898,1,28,1,128,512,7,3,138486
1899,1,28,1,128,512,7,4,138828
1900,1,28,1,128,512,7,5,142828
1901,1,28,1,128,512,7,6,143169
1902,1,28,1,128,512,7,7,143510
1903,1,28,1,128,512,7,8,143852
1904,1,28,1,128,512,8,2,138667
1905,1,28,1,128,512,8,3,139009
1906,1,28,1,128,512,8,4,139350
1907,1,28,1,128,512,8,5,143873
1908,1,28,1,128,512,8,6,144214
1909,1,28,1,128,512,8,7,144555
1910,1,28,1,128,512,8,8,144897
1911,1,28,1,512,128,2,2,38315
1912,1,28,1,512,128,2,3,38657
1913,1,28,1,512,128,2,4,38998
1914,1,28,1,512,128,2,5,43521
1915,1,28,1,512,128,2,6,43862
1916,1,28,1,512,128,2,7,44203
1917,1,28,1,512,128,2,8,44545
1918,1,28,1,512,128,3,2,40406
1919,1,28,1,512,128,3,3,40748
1920,1,28,1,512,128,3,4,41089
1921,1,28,1,512,128,3,5,51499
1922,1,28,1,512,128,3,6,51670
1923,1,28,1,512,128,3,7,51841
1924,1,28,1,512,128,3,8,52011
1925,1,28,1,512,128,4,2,42497
1926,1,28,1,512,128,4,3,42838
1927,1,28,1,512,128,4,4,43180
1928,1,28,1,512,128,4,5,51884
1929,1,28,1,512,128,4,6,52225
1930,1,28,1,512,128,4,7,52566
1931,1,28,1,512,128,4,8,52908
1932,1,28,1,512,128,5,2,44588
1933,1,28,1,512,128,5,3,51425
1934,1,28,1,512,128,5,4,51766
1935,1,28,1,512,128,5,5,101164
1936,1,28,1,512,128,5,6,101249
1937,1,28,1,512,128,5,7,101334
1938,1,28,1,512,128,5,8,101420
1939,1,28,1,512,128,6,2,46678
1940,1,28,1,512,128,6,3,51436
1941,1,28,1,512,128,6,4,51777
1942,1,28,1,512,128,6,5,101206
1943,1,28,1,512,128,6,6,101292
1944,1,28,1,512,128,6,7,101377
1945,1,28,1,512,128,6,8,101462
1946,1,28,1,512,128,7,2,48769
1947,1,28,1,512,128,7,3,51446
1948,1,28,1,512,128,7,4,51788
1949,1,28,1,512,128,7,5,101249
1950,1,28,1,512,128,7,6,101334
1951,1,28,1,512,128,7,7,101420
1952,1,28,1,512,128,7,8,101505
1953,1,28,1,512,128,8,2,50860
1954,1,28,1,512,128,8,3,51457
1955,1,28,1,512,128,8,4,51798
1956,1,28,1,512,128,8,5,101377
1957,1,28,1,512,128,8,6,101547
1958,1,28,1,512,128,8,7,101718
1959,1,28,1,512,128,8,8,101889
1960,1,28,1,512,256,2,2,72449
1961,1,28,1,512,256,2,3,77313
1962,1,28,1,512,256,2,4,77996
1963,1,28,1,512,256,2,5,87041
1964,1,28,1,512,256,2,6,87723
1965,1,28,1,512,256,2,7,88406
1966,1,28,1,512,256,2,8,89089
1967,1,28,1,512,256,3,2,74539
1968,1,28,1,512,256,3,3,81495
1969,1,28,1,512,256,3,4,82177
1970,1,28,1,512,256,3,5,101675
1971,1,28,1,512,256,3,6,101846
1972,1,28,1,512,256,3,7,102017
1973,1,28,1,512,256,3,8,102187
1974,1,28,1,512,256,4,2,76630
1975,1,28,1,512,256,4,3,85676
1976,1,28,1,512,256,4,4,86358
1977,1,28,1,512,256,4,5,103766
1978,1,28,1,512,256,4,6,104449
1979,1,28,1,512,256,4,7,105131
1980,1,28,1,512,256,4,8,105814
1981,1,28,1,512,256,5,2,78721
1982,1,28,1,512,256,5,3,101601
1983,1,28,1,512,256,5,4,101942
1984,1,28,1,512,256,5,5,201516
1985,1,28,1,512,256,5,6,201601
1986,1,28,1,512,256,5,7,201686
1987,1,28,1,512,256,5,8,201772
1988,1,28,1,512,256,6,2,80811
1989,1,28,1,512,256,6,3,101612
1990,1,28,1,512,256,6,4,101953
1991,1,28,1,512,256,6,5,201558
1992,1,28,1,512,256,6,6,201644
1993,1,28,1,512,256,6,7,201729
1994,1,28,1,512,256,6,8,201814
1995,1,28,1,512,256,7,2,82902
1996,1,28,1,512,256,7,3,101622
1997,1,28,1,512,256,7,4,101964
1998,1,28,1,512,256,7,5,201601
1999,1,28,1,512,256,7,6,201686
2000,1,28,1,512,256,7,7,201772
2001,1,28,1,512,256,7,8,201857
2002,1,28,1,512,256,8,2,84993
2003,1,28,1,512,256,8,3,102401
2004,1,28,1,512,256,8,4,103084
2005,1,28,1,512,256,8,5,201729
2006,1,28,1,512,256,8,6,201899
2007,1,28,1,512,256,8,7,202070
2008,1,28,1,512,256,8,8,202241
2009,3,14,1,512,512,2,2,138668
2010,3,14,1,512,512,2,3,158380
2011,3,14,1,512,512,2,4,226049
2012,3,14,1,512,512,2,5,262145
2013,3,14,1,512,512,2,6,274433
2014,3,14,1,512,512,2,7,286721
2015,3,14,1,512,512,2,8,370092
2016,3,14,1,512,512,3,2,163159
2017,3,14,1,512,512,3,3,227692
2018,3,14,1,512,512,3,4,283308
2019,3,14,1,512,512,3,5,452476
2020,3,14,1,512,512,3,6,452572
2021,3,14,1,512,512,3,7,453330
2022,3,14,1,512,512,3,8,466263
2023,3,14,1,512,512,4,2,180225
2024,3,14,1,512,512,4,3,237569
2025,3,14,1,512,512,4,4,296897
2026,3,14,1,512,512,4,5,453142
2027,3,14,1,512,512,4,6,453334
2028,3,14,1,512,512,4,7,453526
2029,3,14,1,512,512,4,8,499713
2030,3,14,1,512,512,5,2,242006
2031,3,14,1,512,512,5,3,452563
2032,3,14,1,512,512,5,4,453025
2033,3,14,1,512,512,5,5,903634
2034,3,14,1,512,512,5,6,903658
2035,3,14,1,512,512,5,7,903682
2036,3,14,1,512,512,5,8,903706
2037,3,14,1,512,512,6,2,258732
2038,3,14,1,512,512,6,3,452582
2039,3,14,1,512,512,6,4,453100
2040,3,14,1,512,512,6,5,903644
2041,3,14,1,512,512,6,6,903668
2042,3,14,1,512,512,6,7,903692
2043,3,14,1,512,512,6,8,903964
2044,3,14,1,512,512,7,2,275457
2045,3,14,1,512,512,7,3,452601
2046,3,14,1,512,512,7,4,453174
2047,3,14,1,512,512,7,5,903653
2048,3,14,1,512,512,7,6,903677
2049,3,14,1,512,512,7,7,903701
2050,3,14,1,512,512,7,8,903982
2051,3,14,1,512,512,8,2,292182
2052,3,14,1,512,512,8,3,452619
2053,3,14,1,512,512,8,4,453249
2054,3,14,1,512,512,8,5,903662
2055,3,14,1,512,512,8,6,903686
2056,3,14,1,512,512,8,7,903710
2057,3,14,1,512,512,8,8,904001
2058,3,14,1,256,256,2,2,35201
2059,3,14,1,256,256,2,3,39596
2060,3,14,1,256,256,2,4,57047
2061,3,14,1,256,256,2,5,65537
2062,3,14,1,256,256,2,6,68609
2063,3,14,1,256,256,2,7,71681
2064,3,14,1,256,256,2,8,93569
2065,3,14,1,256,256,3,2,40791
2066,3,14,1,256,256,3,3,58348
2067,3,14,1,256,256,3,4,70828
2068,3,14,1,256,256,3,5,113788
2069,3,14,1,256,256,3,6,113884
2070,3,14,1,256,256,3,7,113980
2071,3,14,1,256,256,3,8,116567
2072,3,14,1,256,256,4,2,45057
2073,3,14,1,256,256,4,3,59393
2074,3,14,1,256,256,4,4,75329
2075,3,14,1,256,256,4,5,114454
2076,3,14,1,256,256,4,6,114646
2077,3,14,1,256,256,4,7,114838
2078,3,14,1,256,256,4,8,124929
2079,3,14,1,256,256,5,2,60502
2080,3,14,1,256,256,5,3,113875
2081,3,14,1,256,256,5,4,114337
2082,3,14,1,256,256,5,5,226258
2083,3,14,1,256,256,5,6,226282
2084,3,14,1,256,256,5,7,226306
2085,3,14,1,256,256,5,8,226821
2086,3,14,1,256,256,6,2,64684
2087,3,14,1,256,256,6,3,113894
2088,3,14,1,256,256,6,4,114412
2089,3,14,1,256,256,6,5,226268
2090,3,14,1,256,256,6,6,226292
2091,3,14,1,256,256,6,7,226316
2092,3,14,1,256,256,6,8,226588
2093,3,14,1,256,256,7,2,68865
2094,3,14,1,256,256,7,3,113913
2095,3,14,1,256,256,7,4,114486
2096,3,14,1,256,256,7,5,226277
2097,3,14,1,256,256,7,6,226301
2098,3,14,1,256,256,7,7,226325
2099,3,14,1,256,256,7,8,226606
2100,3,14,1,256,256,8,2,73046
2101,3,14,1,256,256,8,3,114369
2102,3,14,1,256,256,8,4,114561
2103,3,14,1,256,256,8,5,226286
2104,3,14,1,256,256,8,6,226310
2105,3,14,1,256,256,8,7,226577
2106,3,14,1,256,256,8,8,226625
2107,3,16,1,128,256,2,2,25794
2108,3,16,1,128,256,2,3,26988
2109,3,16,1,128,256,2,4,28524
2110,3,16,1,128,256,2,5,38700
